feature	X771297580338a662f0c1fb0000f33e3c	b9eadd7c15566af3bb15cee86f75e769	c49bc9c1c22dd48888d2e1e060306218	X1b91af1335f5b38083d553659b358c45	X0ed13e9a3209e5ef433060aacd9e16ad	f64933c998313b78c2179f488bfb0953	b1312478658160c25c92a75d5272c96d	X8878e25191e464f0a29c75e59a14a9c1	X92bb55d78fc8f3bad70bbc6b9034a795	fc3c9f86dc3321b88cc05450fa4d662a	X06a6e5bcf8c2b8dc026c93190ef43175	X3a7495f68945aa7071868ee6f0255243	X9132071c6a76ae971f847adc316f0af8	X265f63913fa0c782699945b493eeaeca	X1815597849cf47548b8456c4c080f334	X57f0e6566995476b5eae2b4237c930fd	d348b3e42b9cd325d1f0088462aedcf3	X07f847da0f14d338851bff36302b1d5d	X5aaba32e1583dee8243e66c42c2b5d8f	X6529f9e2b6de004f778a46eb4152553f	bfa34beed32ba71739902beda134f453	c5f3f2c2df993aa6d42e7a77918935df	X64c2b64c19934ba2360fe284744fd1ad	X130a8330de52a69354df4f227b62c052	X36e64f6a14c31701a814ed88d61c5cf7	f8975af07a433935c8615060ce6ae7d6	X087666690375b777048b392f8b3086a5	d3a7153014cbb497d7bd025e099be3fe	fe437dbf6f413de277ea1f26f2ee91d7	X43dc4561632b971be06fe9603e0864ad	X7a719f10db03cf19d136e08224ba0da9	dc0a91a3f930fef8628944f01c976b6a	X2fd96dc0d1649785e2b695005e5b6cbb	X81f53cd7f9d10322ad2f9e2e1f30a7cc	X18bbaffee20be0f8ffbf263c1b82da7d	X6da2b787d29350a11f29bcb992887a84	X7130d2759c244668bb8c5e95013d039a	f8f3495ffa8ad111c9a314f196b839e4	X42335451002e743fd705a300b373fb75	X5cf08d107f10bc4571dd491a9bcb59b3	X91ac12f2a71a81a4a145517e0667c7c4	X05b3c37966de355dc39930c4103ff589	X53b54658de0c46c18eda9f4c5a232b65	X8a303db3d6b466981499de25a5ec66d4	X01901d6f4c906a71e2488045523ca7c2	c91f61773a85a5101c797a8429bcb87e	X001f5b5d17a34cb4bb03f20e9b6dc5df	X7c9d107e91d815d347bc278420773c54	X824ecebeb43c725d47bbbcd1bd7d0348	da04216f075e5d1b2cddc09c16442df9	X8d7c014aca86872e7451df4c18536eab	a80bf7b1576855543aaeed1c9d8be02d	X05f8c43bb34deb40cbcc164e64410db6	f1767e229fc331132c66ba7f47cc3ea3	X4790469e65b73b73a8cee2300ea51fa7	X06a8b3896e4a86a7c3116e0f4243320c	a7e85c6aac48df33665b07f5620aeef2	ce8273b6d1fea2b1dca4e24ea7b6a20f	X0e21cc1bf0d4d2cf722112c5a4ae3134	X26b0599c6f3f889fc1441babff4f74cd	babe546a127e4bbe62e70c16fdffa445	X68a1c62a19d5dd68a1040859934424ab	X2cededbc6f5d2e4e6460d95dd642ab39	f929e8cafcf24c0b194d9e48dbc3b231	X4cc94dcec64fcf2693e3fd9bf39bf861	X04ed5d51a7dfe83b5376c26987e076cd	X06f459e94bb69e7b8f7bdffcea3e2dc2	X2dd19b4e6a7867a118b429880e0949d3	X6a506a10888b7f86ae1e463f5d186473	X000d78770aa3b46d4f84568a723d1c62	e3b9d440eb993245b3b1d99e260ecc19	f2ae9532a9ca729854cdf2c07064f994	X899577a10741d336f48d2be23f9b0be7	X5e22ac39af6385a9a5d7a57992e0d8ba	X110ad3992f825e7203f1923383607888	X86ec537716ccea996d29a025dbd0e0da	X932d0c1f666b3a433687e95af993451a	X7ef15f834ddeffade9a799c5697cc61a	X16d12481fde3cfa6a4db366d25411122	X68125101a0cb11e3324fde7378226ba1	X792add25fd6668fad2a952ef3b123c8b	X98eb701f5f4286f77b9e839055caf304	X25c1653a751b87e522eb1d73426f2d0b	fc89b71ba14dc877e9e8527e6ed60391	X7f6dec8c96033aba04deee885932a9a7	X80ab11a5d085a5bcce2d24702f32bef1	X3f9e29a1882407186ab82a472f22cf3c	X9f9df4b3b3d526b6b619dc40863ad440	X973fc25b140faf326d124b9e2b6c8abf	X4517bdd009f366580e3ea16dd9dce1a7	fbd1882d5055c77a88c20831b56943f3	X484cb0f953ccaafa5a0308ae49649e41	X73e5b567bf8428743df8b7f78c8ec1b0	df6598227bff6741eee326b1cfce64bc	b9abed8a2eca761efe3e1e92673141cf	X35fdc9ee28cfc2bbde8d1a15cbb278fe	X13fae76db728266d715f43da8b06cb88	X5585e9ecc7d66b7cd2bc1e2aa80c2470	X217e0615440425fc33232133073bbca1	X0603ad3948b90513ee2cc9eaea5fe011	e174d720ff388a11cfdb310730da02d6	X24e658af979937b9200c49292aa8d919	X3b482af565b56c1b175737c5a08f86fb	b3879d9217bbd709b5f87450728b376c	X699913be41bb8e0253dcbfa042984047	X8701bea1e2e80de700c6f7848103f86d	X900bca7fdfd6334ecb71c7d66951a14f	X15de8f3c7d606dc32447b7267f7c265e	X07b64b23fa88ace003944a6bd9ee7bb7	X027db393f177304c52d7ec941f8abcf2	X3362fd00f03d30b01ed4d6a0549440eb	X1a5a9a605e5854850568c0c6fbf6dc02	X9a5ad3e5c9abb12041ebce1cf20b2b3c	X2bb41e138153ad02a6fa5519b33bce6b	d4debe4c70fe5b905a42e3561015b680	ce7260fe3f31c7fa47ae17dc33d2b8f7	d00c0229d6c816a536d76703e1657694	X0a07b7b208f82e574548033057612667	f026bc3d92e943febaa74d620be5400d	dc64f4ef4d4f99019072896947b19e4a	X52587fe587b5a2f19c6d2c4bf275d9e3	X2f2ff15fe3d7d5b9f3eaf57c0085d696	cd97244e66c39dce8f4676f84c858217	f769025ae5e54c2b1c149e59018be56b	X2a65ea84af79ed5b12133b79a4316e73	d0d50837ea593505e44f737833bece1d	X6095f2881754dad1717ec230da3fdd17	X20ec2008e0cde12ae9db741e1fdbf894	X504687adb582701412c2398587d62e90	X91a87325405bbe801e6b80e84794a59c	b606c96aedd0a6e01aa38924a1e6ac97	X097138be3a15c87233cb01e6ee6a4da4	X99d3a570385395e7b7bbc7730e1e2241	cee9524606a8ab5eadbae08cbd21e830	X42f2c85e07acb225914a6f74539a7493	d00543d8297858e5fa92233bead584fb	X2440362c889061ed1e3336b6294559b9	X3a8cde26979f03989e6a8daa6b6afe3f	X4499b0901e611126af0d04752c158976	X6f6bb5719a47837bec3b21f081649fa1	X624bf43afb17a855a6d5c7b51078d497	X51aa2158188e220896f9ae6799b3799f	X70ac971d9d8650d6d1b756a39b8709c8	cfccfa9165148a389d5d226d7f97efff	X250ae434718610d409882ad11002f97d	X9b240322f8821ffba1a5f8bb330b0939	X45c8d14eb00ef2e9f7e2c5dd9f9e58bc	X7b73f487be48db4355bd16e9c7fcd104	d062c370afa965a780cca734ce7f438f	ad6578b29eaa8bbabaa2b32058cf16b9	X34b8adfd383e67b3a25385389ecc77de	feb2e37114daa6d2f4387811e83850ba	X14e5bc76eb89c574b800654364a9a6d2	X37bcb14fa58242d26a64d6e6f3c67665	d5cbbc9a01e17da0efbca098fa6736f9	X0d3b0b9d68763805793f9266323bf863
ERR4250313	0	0	0.00316235193225063	0.0110611360986174	0.0328505542519621	0	0	0	0	0	0	0.0060882800608828	0.000209223044072219	0	0.0740740740740741	0	0.00348918353105373	0	0.0153846153846154	0.00167512865678859	0	0	0.00128921357971637	0	0	0	0	0	0	0.00578034682080925	0.00446096654275093	0	0	0	0.00347991142043657	0	0.00640384230538323	0.0102865540044085	0.0556014313239747	0	0	0	0.00708970649028524	0	0	0.00293542074363992	0.00259355316783994	0	0	0.00237037037037037	0	0.00278551532033426	0	0.0497309636393282	0	0	0	0	0	0	0.00162391585163314	0.0286100849789453	0	0	0	0.00376657292085175	0.00520872088697076	0	0.0163796724065519	0.00583333333333333	0.00482959752282162	0.00968636567559852	0	0.00494346269674413	0	0	0.0100893629287979	0.00572226099092812	0.0121189864120455	0.0025987525987526	0.00710619818397158	0	0.00908727337362247	0.0116156282998944	0	0.00279209621993127	0	0	0	0.0041002277904328	0.00126008064516129	0	0	0	0	0.000579689141697765	0	0	0	0	0	0.00426136363636364	0	0	0.00813008130081301	0.000385827277988554	0	0	0.00152004560136804	0	0	0.0298507462686567	0.00622355184226435	0	0.00199423886549967	0.000394232935345799	0.0109704641350211	0.0338983050847458	0.000789736406848356	0	0	0	0	0.0038961038961039	0	0	0	0	0	0	0.00255985544345731	0.00124378109452736	0.00725130296850215	0	0	5.18060898058567e-05	0.000682109628659518	0.000598444045481747	0	0.0299727520435967	0	0.00191938579654511	0.000738529710434809	0	0	0	0.000622858922454064	0.00178237233758132	0.000393277414201002	0.00262553331145389	0	0.000572916666666667	0.00120322701540525	0	0.0034799251816086	0
ERR4250322	0	0	0	0.00369815092453773	0.00768670604417833	0	0	0	0	0	0.00244379276637341	0.00654490106544901	0	0	0	0	0	0	0	0.000397195454702449	0	0	0	0	0.00136301681054066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.20090946672179e-05	0	0	0	0	0	0	0	0	0.00259981429897864	0.00754716981132075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00384567152949045	0.00197805783270117	0	0	0	0	0	0.00293091416608514	0.00293793609988983	0	0	0	0	0.00123196057726153	0	0	0	0	0	0	0	0.00284575981787137	0	0	0	0.000507227998985544	0	0	0	0	0	0	0	0	0	0	0	0.00449438202247191	0	0	0	0	0.00324740749926371	0	0	0.000281594953818428	0.00253164556962025	0	8.94041215300025e-05	0	0	0.00047071283575064	0	0	0	0	0	0	0	0	0	0.00646766169154229	0	0	0	0.0017355040084962	0	0	0	0	0.000638223186648371	0.0129558541266795	0	0	0	0	0	0	0.00056533628291394	0	0	0	0.000335325561670316	0	0	0
ERR4250388	0	0.233502538071066	0	0.000732966849908379	0.00663484100655393	0	0.00227158001009591	0	0	0.558139534883721	0	0.0141552511415525	0.000233837519845421	0.00297029702970297	0	0	0	0.0021953896816685	0	0.00816841087279384	0	0	0	0	0	0	0.00316957210776545	0	0	0.00825763831544178	0.00297397769516729	0	0.014945652173913	0	0.00147632605715491	0.00809061488673139	0.00297511840437596	0	0	0	0.0351437699680511	0	0	0	0	0.0102739726027397	0	0	0	0	0	0	0.00288568257491676	0.0180988097179195	0.0480562609884743	0	0	0	0.000148104265402844	0	0.00162391585163314	0.0172663839102476	0.155457552370452	0.0543793659322945	0.219174757281553	0.00220972278023303	0.00104174417739415	0	0.00335993280134397	0.202916666666667	0.000347267997646295	0.00236551245972511	0	0.0028978919256776	8.52496749856141e-05	0.0076651194481114	0	0.00251221214235869	0.006426735218509	0.0106029106029106	0.0475062508224766	0.0271946564885496	0.0291725915392819	0.00475184794086589	0.0225248821372446	0.0470360824742268	0	0	0	0	0.000882056451612903	0.0082120497601431	0.0315972222222222	0.0514905149051491	0	0	0	0	0.0173913043478261	0	0	0	0.196394686907021	0.00168463611859838	0.0101626016260163	0.0104816410520224	0	0.0230337078651685	0.00513015390461714	0	0	0	0.00686683304140251	0.0558292282430213	0.00612120540660315	0.000394232935345799	0.00358649789029536	0	0.0147516800524504	0.0267062314540059	0.00414446417998816	0.00367744402930187	0	0	0.0190677966101695	0	0	0.00836363636363636	0.000518537723619393	0	0	0.00199004975124378	0.00181282574212554	0	0	0.00427400240898318	0.00158249433849008	0.000455957367986093	0	0.0490463215258856	0	0	0.00221558913130443	0.0131712259371834	0	0	0.00311429461227032	0.00436681222707424	0.00094017881832427	0	0	0.00322916666666667	0.000927076552853226	0	0	0
ERR4250420	0	0	0	0	0	0	0.00299271652123747	0	0	0	0.00879765395894428	0.0165905631659056	0.000307680947165028	0	0	0	0.00348918353105373	0	0	0	0	0	0.0157570548632001	0.0093603744149766	0.0036347114947751	0	0	0	0.0317460317460317	0	0	0	0	0	0.0218285352736476	0	0.00118737909412314	0.130051432770022	0	0	0	0.0771583956492182	0.0118437370814386	0	0	0	0	0.153503442689348	0.0275229357798165	0.00681481481481482	0	0	0	0.0034240991358226	0	0	0	0.0274749236807676	0.0181180884676145	0.135294117647059	0	0.00292485672154574	0	0	0	0	0.0743358880869112	0	0.0427422220786354	0.0183333333333333	0.0132765700211255	0.00783066193564175	0	0.00136371384737769	0.000170499349971228	0	0.00547708273277602	0.00265177948360084	0.00605949320602277	0	0.000263192525332281	0	0	0.00263991552270327	0	0.00214776632302406	0	0	0	0	0.00737147177419355	0.000365883405154891	0	0	0	0.00398536284917213	0	0	0	0	0	0	0	0.201145552560647	0	0	0.00506666666666667	0.00337078651685393	0.0076002280068402	0	0	0	0.00558802101901942	0.0213464696223317	0.0141258586306226	0.000225275963054742	0	0	0.00762915170389355	0	0.00828892835997632	0.0110029125356712	0	0	0	0	0	0	0.00359735545760954	0.1078814980436	0	0.00223880597014925	0.00453206435531385	0	0	0.07173848285866	0.00739406837466918	0.000883417400473056	0	0	0.00628649838848645	0.00287907869481766	0	0	0.00520156046814044	0	0	0	0.00757059022336928	0	0	0.0190625	0.0163126023236089	0	0.0175301231023533	0
ERR4250426	0.069364161849711	0.0152284263959391	0.00412713726751353	0.00163251707479594	0	0.0155763239875389	0.000108170476671234	0	0	0	0	0.0136986301369863	0.000590747418556853	0	0.0925925925925926	0.0240963855421687	0	0.00823271130625686	0.0153846153846154	0.00234863399302318	0	0	0.00272167311273457	0	0	0	0.00422609614368727	0	0	0.00412881915772089	0.0111524163568773	0	0	0	0.00463988189391543	0.0242718446601942	0.0120739110132746	0	0.0239471511147812	0	0.120607028753994	0	0.0122984704423315	0.00363636363636364	0	0.012720156555773	0.0144497962208225	0.00486026731470231	0	0.0103703703703704	0	0	0.00110987791342952	0.00766345997065058	0.0278049098131145	0	0.0100334448160535	0	0	0	0.0019191732792028	0.0121342028853316	0.0161705255420801	0.0289091886082751	0.0424757281553398	0.00261149055845721	0	0.0065597667638484	0.010209026588699	0.01375	0.00417364686060084	0.00142746441535136	0	0.000511392692766634	0	0.0112847591874973	0	0	0.00165258905618803	0.0256756756756757	0.0711935781023819	0.0963740458015267	0.0540570565232847	0.00457585357268567	0.0775275013095862	0.0792525773195876	0	0.104938271604938	0.0255102040816327	0	0.00371723790322581	0.0124806894869502	0.0371527777777778	0.0731707317073171	0.00375410605349601	0.00137676171153219	0	0	0.0347826086956522	0	0	0.00426136363636364	0.0540796963946869	0.00505390835579515	0	0.0753649283004308	0.00346666666666667	0.0247191011235955	0	0	0	0	0.00563452327437881	0.0279146141215107	0.00263128739197873	0.00123901779680108	0.00717299578059072	0	0.0295480621656658	0.1513353115727	0.0029603315571344	0.00514842164102262	0	0	0.00847457627118644	0	0	0.00618181818181818	0	0	0.0209305827435627	0.0527363184079602	0.00679809653297077	0	0	0.00134695833495227	0.00515674879266596	0.00259325753042091	0.048421052631579	0.0544959128065395	0	0.00287907869481766	0.00156937563467397	0	0.0637191157347204	0	0.0155091871691062	0.00303003297388825	0.00125357175776569	0.00328191663931736	0	0.001875	0.00349133084797917	0	0.000434990647701074	0.0017131669114048
ERR4250444	0	0.119289340101523	0	0.0210228219223721	0	0.00934579439252336	0.00111776159226942	0.015625	0	0	0.0117302052785924	0.00487062404870624	0.000578440180670252	0	0	0	0.0314026517794836	0	0	0.000915276482575208	0	0.0114755873118978	0.0164732846297092	0.0140405616224649	0	0.0196850393700787	0	0.0206185567010309	0	0	0	0	0	0	0.0093852156490562	0	0	0	0.0154142581888247	0.0298507462686567	0	0.00203942895989123	0.00353451839603142	0	0	0	0.0214894405335309	0	0	0.00207407407407407	0	0	0.000887902330743618	0.0229903799119517	0.000195350654424692	0	0.0903010033444816	0	0.00187598736176935	0	0	0.000823946124260805	0	0	0	0	0.00409256641119131	0	0	0	0.00363988308644079	0.00263061299400465	0	0.00909142564918461	0.000404935956181667	0.00204403185282971	0.0144133756125685	0.00739706908583391	0.0161586485493941	0	0.00302671404132123	0.0291030534351145	0.00404372555990046	0.00527983104540655	0.0036668412781561	0.00816151202749141	0	0.00462962962962963	0	0	0.0119077620967742	0.0047158305553297	0.00277777777777778	0	0	0.0130430056881997	0	0	0	0	0	0.00426136363636364	0.0379506641366224	0.13578167115903	0	0.0154973956658736	0.00613333333333333	0.0651685393258427	0.0640319209576287	0	0	0	0.0152682405096647	0	0.0265067582539331	0.00112637981527371	0.00105485232067511	0	0.0458941157187346	0	0.0266429840142096	0.00664881880497779	0	0	0.0254237288135593	0	0.0602836879432624	0.107636363636364	0.00738916256157635	0	0.00662550820659539	0.0208955223880597	0.0330840697937911	0	0	0.0268096514745308	0.0470655643775068	0.00863469265623664	0	0	0.0022337811532693	0	0.0204018832507616	0.00506585612968592	0.0832249674902471	0	0.00803488009965743	0.0591747616076998	0.015903155436753	0.00984574991795208	0	0.0245833333333333	0.0108487681716867	0	0.025098960372352	0.00220264317180617
ERR4250448	0	0	0	0.00709645177411294	0.00056638886641314	0	0	0	0	0	0.00195503421309873	0	0	0.00544554455445545	0	0	0.00837404047452896	0	0	0.00742582806617622	0	0	0.00286491906603638	0	0.00136301681054066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0261194029850746	0	0.00339904826648538	0.00010334849111203	0	0	0	0.00148203038162282	0	0	0	0	0.0181987000928505	0.0124306326304107	0	0	0	0	0	0.00128357030015798	0	0	4.86462656390143e-05	0	0	0	0	0	0	0	0	0.0218296521853768	0.0330152126921979	0	0	0	0.00170335987735809	0	0.00530355896720167	0.0108336393683437	0	0	0	0	0.00211193241816262	0	0.00558419243986254	0.00238379022646007	0.00462962962962963	0	0	0.0067414314516129	0.000975689080413042	0	0	0.015016424213984	0.00239121770950328	0	0	0	0	0	0	0	0	0.0040650406504065	0.000450131824319979	0.0154666666666667	0.0286516853932584	0.00323009690290709	0.0111607142857143	0	0	0.0037976841876831	0	0	0.00180220770443794	0	0	0.000208609616903339	0	0	0	0.0219123505976096	0	0	0.032967032967033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0074033889651211	0.0148752399232246	0	0	0	0	0	0	0.00685777491012997	0	0	0	0.0050693334911336	0	0.00269694201574666	0.0301027900146843
ERR4250454	0	0	0	0	0	0	0	0	0	0	0	0	0.0217468893456242	0.00544554455445545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00514609681639773	0.000394944707740916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4250457	0	0	0	0.0128935532233883	0	0.0124610591900312	0.000324511430013702	0	0	0	0	0	0.000750741511082668	0	0	0	0	0	0	0	0	0	0.00487036241226185	0	0.0272603362108133	0	0	0	0.0555555555555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000310045473336089	0	0	0.00146771037181996	0	0	0	0	0	0	0	0.0870699494537747	0	0	0	0	0.00143167456556082	0	0	0.000711451634970584	0	0	0	0	0	0	0.000581526831001842	0	0.0251447753851299	0.0153554386394225	0	0.0356838456730496	0	0	0.0253675410781205	0.00446615491974878	0.00661035622475211	0.00509355509355509	0.000657981313330701	0.0901717557251908	0.0378377177390686	0.00827173530447026	0	0.00558419243986254	0	0	0	0	0.00252016129032258	0.031994471095211	0	0	0	0.00297090685120104	0	0	0	0	0	0	0	0	0	0	0.00506666666666667	0.0876404494382022	0.0112103363100893	0	0	0	0.000310015035729233	0	0.000138488810104144	0.00140797476909214	0.00210970464135021	0	0.00219040097748506	0	0.0106571936056838	0.00194169044747139	0	0	0.0169491525423729	0	0	0.0298181818181818	0.00784288306974332	0.0357741755170486	0	0	0.0670745524586449	0	0	0.01247231612076	0.00567515211044719	0.00296372289190961	0	0	0.00127644637329674	0.00239923224568138	0.00190786841862326	0.0820668693009119	0.0130039011703511	0	0.0104640298972283	0.00614918456465556	0.00753372046578794	0.00459468329504431	0	0.00489583333333333	0.0213227607156242	0.0101910828025478	0.01618165209448	0.00587371512481645
ERR4250467	0	0	0	0	0	0	0.000540852383356169	0	0.190340909090909	0	0	0	0.00161224816314475	0.00297029702970297	0	0	0	0	0	0	0.0441988950276243	0.00433041030637653	0.00157570548632001	0	0	0	0	0.0077319587628866	0	0	0	0	0	0	0.00284720025308447	0	0.00458942031885798	0	0	0.0149253731343284	0	0.00407885791978246	0	0	0	0	0	0.00810044552450385	0	0	0	0.00445682451253482	0	0.0360345670960378	0	0	0	0.000348887919755778	0.000691153238546603	0	0	9.12117480731518e-06	0	0	0	0	0	0	0	0	0.01561098267197	0.00752477670378074	0	0.0272174555372464	0	0	0.00144133756125685	0.00767620376831821	0.0108336393683437	0	0	0	0	0.0207673354452658	0	0.00171821305841924	0.00417163289630513	0	0	0.0236902050113895	0.00157510080645161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00293333333333333	0	0.00456013680410412	0.127232142857143	0	0	0	0	0	0	0	0	0.00138576388371504	0	0	0.00676649701391545	0.0219123505976096	0	0	0.00824175824175824	0	0	0.00200933367902515	0	0	0	0.0602764559256741	0	0.00661157024793388	0.00125629767779202	0.00144607241275818	0.00119688809096349	0	0	0.00216995883460446	0	0	0.00911854103343465	0	0	0	0	0.00103849817187452	0	0	0	0.0431189222241947	0.0114649681528662	0.014180695115055	0.0215369554576603
ERR4250472	0	0	0	0	0	0.0654205607476635	0.000649022860027403	0.046875	0	0	0.0229716520039101	0	0.0033475687051555	0	0	0	0	0	0	0	0	0	0	0.0031201248049922	0.00227169468423444	0.0275590551181102	0	0	0	0	0	0	0	0	0	0	0.0238676539256887	0	0	0	0	0.152617267165194	0.00580818520049607	0	0	0	0	0	0	0	0	0	0.00133185349611543	0.0389695092124572	0	0	0	0.00636720453554296	0.0782977883096367	0	0	0.000410452866329183	0	0.000537345513164965	0	0	0	0	0.000484605692501535	0	0.0376882240778909	0.0260002447081855	0	0.00198874936075913	0	0	0.0149899106370712	0.00181437543614794	0.0165258905618803	0	0	0	0	0.0309750087997184	0	0	0.00297973778307509	0	0	0	0.00504032258064516	0.000691113098625905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0127303819114573	0.0223214285714286	0	0	0.00403019546448003	0	0.042045202747618	0.00140797476909214	0	0	0	0	0	0	0	0	0	0	0	0	0.000291677469535909	0	0.000752898659840385	0.0338308457711443	0	0	0	0.00062167307767028	0	0.00276424154341569	0	0	0.00102115709863739	0.0124760076775432	0	0	0	0.0359712230215827	0	0	0.00621869911205334	0	0	0	0.0181470303962759	0	0.0105702727391361	0.00195790504160548
ERR4250475	0	0	0.0380554215575923	0.00936198567382975	0.0444210696658306	0.00934579439252336	0	0	0	0	0.010019550342131	0.00547945205479452	0.00468905763479502	0	0	0	0	0	0	0.00466272925085483	0.0441988950276243	0	0.0186219739292365	0	0	0	0	0	0	0.00990916597853014	0	0.00264900662251656	0	0.120689655172414	0.00717072656332384	0.0129449838187702	0.00687078914015076	0.0433504775900073	0.00385356454720617	0	0.0175718849840256	0	0.026932616783795	0.0127272727272727	0	0.00195694716242661	0.0103742126713598	0.00243013365735115	0	0.00148148148148148	0	0.0116991643454039	0	0.0148377629218979	0.0259165201536758	0	0.0903010033444816	0.0097688617531618	0.00760268562401264	0.0794117647058823	0.0019191732792028	0.0460132865113027	0.00404263138552003	0.0331004836109619	0	0.00030132583366814	0	0	0.00125997480050399	0	0.00525725163103418	0.000897263346792284	0	0	0.000170499349971228	0	0.0037474776592678	0.012142358688067	0	0.00228690228690229	0	0	0.00197742623533594	0.00545582541358677	0	0	0	0	0	0	0.00434727822580645	0.000731766810309781	0	0	0	0.000869533712546647	0	0	0	0	0	0.0127840909090909	0	0	0	0.00135039547295994	0	0	0.00266007980239407	0	0	0.0099502487562189	0.00205384961170617	0	0.00437624639929094	0.00168956972291057	0.019831223628692	0	0.000700332285318353	0.00805426027977957	0	0.00052955194021947	0	0.00779220779220779	0.0211864406779661	0	0.00591016548463357	0.00472727272727273	0	0	0	0	0	0	0	0.00124334615534056	0.0109410384436987	0.00256476019492177	0	0.0299727520435967	0	0	0.00246176570144936	0	0	0	0.000436001245717845	0.00846626860351127	0.00141948566688174	0	0	0	0.00856066433911277	0	0.00752533820522859	0
ERR4250476	0	0	0	0	0	0	0.000793250162255715	0	0.133522727272727	0	0	0	0.000307680947165028	0	0.037037037037037	0	0.0153524075366364	0	0	0	0	0.0102847244776443	0.00214868929952729	0	0.00499772830531577	0	0	0.0231958762886598	0	0	0	0	0	0	0.0132869345143942	0	0.0196384497365086	0	0	0.0223880597014925	0	0.00203942895989123	0	0	0	0	0	0.00405022276225192	0	0.00148148148148148	0	0.0031569173630455	0	0.00195662807761291	0	0	0	0	0.00054304897314376	0	0	0.000148979188519481	0	0	0	0	0	0	0	0	0.011466274811173	0.0184142909580325	0	0.023069492584806	0.000170499349971228	0	0.00576535024502739	0.00893230983949756	0.0104663973558575	0	0	0	0	0.00334389299542415	0	0.00279209621993127	0.00774731823599523	0	0	0.0979498861047836	0.0086945564516129	0	0.000694444444444444	0	0	0.00228252599543495	0	0	0	0	0	0	0	0	0	0	0.0658666666666667	0	0.0169105073152195	0.620535714285714	0.0862068965517241	0	0.0213987878412103	0	0.00434854863727011	0.00219644063978374	0	0.0508474576271186	0.00302483944509842	0	0	0.00011767820893766	0.123505976095618	0	0	0.0453296703296703	0	0.0581818181818182	0.0194775732434535	0.392397987702627	0	0	0.0387491502379334	0	0.0115702479338843	0.0149590084314411	0.0274753758424054	0.00806474594625402	0	0	0.00539298592717873	0.00575815738963532	0	0.0283687943262411	0	0	0	0.00142589787006506	0.018938765477617	0	0	0.0344791666666667	0.0255241927530229	0.138216560509554	0.0151376745399974	0.00513950073421439
ERR4250477	0	0	0.00117918207643244	0.00213226719973347	0	0	0.000504795557799091	0	0.00568181818181818	0	0	0.0164383561643836	0.000258451995618623	0	0.222222222222222	0.0464716006884682	0.00279134682484299	0	0	0.010517044865817	0	0.000433041030637653	0	0	0	0	0.00528262017960909	0	0	0.0181668042939719	0.0557620817843866	0.0145695364238411	0.0108695652173913	0	0.018348623853211	0.0355987055016181	0.0219731839103462	0.0793534166054372	0	0	0	0	0.00708970649028524	0.0145454545454545	0	0.0105185909980431	0	0	0	0.00533333333333333	0	0.00222841225626741	0	0.00456546551443013	0.00153024679299342	0.0419161676646707	0	0	0.000789889415481833	0	0.0110352463554161	0.00853437922804457	0.00661521499448732	0.0190220311660398	0.0495145631067961	0.03023302531137	0.00275318104025597	0	0.0121797564048719	0.209166666666667	0.000559487329541253	0.00228394306456218	0	0.000568214103074038	0	0.0117531831537708	0.00317094263476506	0	0	0.011018711018711	0.0117120673772865	0.0405534351145038	0.0185300391041593	0.00510383667722633	0	0.00902061855670103	0	0.00462962962962963	0.0153061224489796	0	0.00144909274193548	0.0082120497601431	0	0.024390243902439	0	0.0105793268359842	0	0.0529100529100529	0	0	0	0.0213068181818182	0	0.18699460916442	0.0345528455284553	0.0144685229245708	0	0	0.0171005130153905	0	0	0.0149253731343284	0.016957822454389	0	0.0122147130511855	0.00236539761207479	0	0	0.0544620106986932	0.00381517592200085	0.0272350503256365	0.00656056014827454	0	0	0.0190677966101695	0	0.0177304964539007	0.0134545454545455	0.0107920663728286	0	0.00662550820659539	0.00970149253731343	0.00906412871062769	0	0.0347107438016529	0.00227946795145769	0.0193173446836376	0.0037901456213844	0.0568421052631579	0.0245231607629428	0	0	0.0139089762131889	0	0.0169050715214564	0	0.00996574275926503	0.0314588717583103	0.0132792576888807	0.029865441417788	0	0.015625	0.00268260449336253	0	0.00121797381356301	0
